normalized_name,permalink
nvoq,https://www.crunchbase.com/organization/nvoq
kit check,https://www.crunchbase.com/organization/kit-check
runscope,https://www.crunchbase.com/organization/runscope
semmx,https://www.crunchbase.com/organization/semmx
qpid health,https://www.crunchbase.com/organization/qpid-health
tinychat,https://www.crunchbase.com/organization/tinychat
acquaintable,https://www.crunchbase.com/organization/acquaintable
sessions,https://www.crunchbase.com/organization/sessions
home team therapy,https://www.crunchbase.com/organization/home-team-therapy
neurotrack,https://www.crunchbase.com/organization/neurotrack-technologies
podimetrics,https://www.crunchbase.com/organization/podimetrics
reify health,https://www.crunchbase.com/organization/reify-health
ombitron,https://www.crunchbase.com/organization/ombitron
echograph,https://www.crunchbase.com/organization/echograph
getfresh,https://www.crunchbase.com/organization/getfresh
roost,https://www.crunchbase.com/organization/roost
yapert,https://www.crunchbase.com/organization/yapert
nasseo,https://www.crunchbase.com/organization/nasseo
touchmail,https://www.crunchbase.com/organization/touchmail
raftout,https://www.crunchbase.com/organization/raftout
kenxus,https://www.crunchbase.com/organization/kenxus
wandera,https://www.crunchbase.com/organization/wandera
mobilitie,https://www.crunchbase.com/organization/mobilitie
boatbound,https://www.crunchbase.com/organization/boatbound
e4 health,https://www.crunchbase.com/organization/e4-health
pharmaca,https://www.crunchbase.com/organization/pharmaca
showkit,https://www.crunchbase.com/organization/showkit
starwind software,https://www.crunchbase.com/organization/starwind-software
concur technologies,https://www.crunchbase.com/organization/concur-technologies
padlet,https://www.crunchbase.com/organization/padlet
casualing,https://www.crunchbase.com/organization/casualing-inc
duable chinese,https://www.crunchbase.com/organization/duable-chinese
furnésh,https://www.crunchbase.com/organization/furnsh
itherx,https://www.crunchbase.com/organization/itherx
dxcare,https://www.crunchbase.com/organization/dxcare-com
punch entertainment,https://www.crunchbase.com/organization/punch-entertainment
bizak,https://www.crunchbase.com/organization/bizak
alminder,https://www.crunchbase.com/organization/alminder
agolo,https://www.crunchbase.com/organization/agolo
jifiti,https://www.crunchbase.com/organization/jifiti-com
mycheck,https://www.crunchbase.com/organization/mycheck
misfit wearables,https://www.crunchbase.com/organization/misfit-wearables
portero,https://www.crunchbase.com/organization/portero
apmetrix,https://www.crunchbase.com/organization/apmetrix
lia,https://www.crunchbase.com/organization/lia
incontact,https://www.crunchbase.com/organization/incontact
inside social,https://www.crunchbase.com/organization/inside-social
lisnr,https://www.crunchbase.com/organization/lisnr-llc
book buyback,https://www.crunchbase.com/organization/book-buyback
efans,https://www.crunchbase.com/organization/efans
snaps,https://www.crunchbase.com/organization/snaps
younite,https://www.crunchbase.com/organization/younite
outbox,https://www.crunchbase.com/organization/outbox
pipefish,https://www.crunchbase.com/organization/pipefish
snoox,https://www.crunchbase.com/organization/snoox
livelyfeed,https://www.crunchbase.com/organization/livelyfeed
black ocean,https://www.crunchbase.com/organization/black-ocean
sensulin,https://www.crunchbase.com/organization/sensulin
design within reach,https://www.crunchbase.com/organization/design-within-reach
intralign,https://www.crunchbase.com/organization/intralign
calm,https://www.crunchbase.com/organization/calm-com
sunnybump,https://www.crunchbase.com/organization/sunnybump
julep,https://www.crunchbase.com/organization/julep
herbabyshower,https://www.crunchbase.com/organization/herbabyshower
globein,https://www.crunchbase.com/organization/globein
chairish,https://www.crunchbase.com/organization/chairish
behavio,https://www.crunchbase.com/organization/behavio
shefinds media,https://www.crunchbase.com/organization/white-cat-media
wide open spaces,https://www.crunchbase.com/organization/wide-open-spaces
umetime,https://www.crunchbase.com/organization/umetime-corp
sportsboard,https://www.crunchbase.com/organization/sportsboard
carolus therapeutics,https://www.crunchbase.com/organization/carolus-therapeutics
demohire,https://www.crunchbase.com/organization/demohire
ticketbiscuit,https://www.crunchbase.com/organization/ticketbiscuit
dead inventory management system,https://www.crunchbase.com/organization/dead-inventory-management-system
lucena research,https://www.crunchbase.com/organization/lucena-research
kannalife sciences,https://www.crunchbase.com/organization/kannalife-sciences
we,https://www.crunchbase.com/organization/we
hiplogiq,https://www.crunchbase.com/organization/hiplogiq
zofari,https://www.crunchbase.com/organization/zofari
poachit,https://www.crunchbase.com/organization/poachit
biba,https://www.crunchbase.com/organization/biba
insurity,https://www.crunchbase.com/organization/insurity
front desk hq,https://www.crunchbase.com/organization/front-desk-hq
cognifit,https://www.crunchbase.com/organization/cognifit
crowd supply,https://www.crunchbase.com/organization/crowd-supply
sproutkin,https://www.crunchbase.com/organization/sproutkin
sway medical technologies,https://www.crunchbase.com/organization/sway-medical-technologies
pocket communications northeast,https://www.crunchbase.com/organization/pocket-communications-northeast
ontheroad,https://www.crunchbase.com/organization/ontheroad
ahalogy,https://www.crunchbase.com/organization/ahalogy
thoughtly,https://www.crunchbase.com/organization/thoughtly
lookcast,https://www.crunchbase.com/organization/lookcast
maculogix,https://www.crunchbase.com/organization/maculogix
swiftstack,https://www.crunchbase.com/organization/swiftstack
beehiveid,https://www.crunchbase.com/organization/beehiveid
deskgod,https://www.crunchbase.com/organization/deskgod
vasona networks,https://www.crunchbase.com/organization/vasona-networks
cloudhealth technologies,https://www.crunchbase.com/organization/cloudhealth-technologies
engagesimply,https://www.crunchbase.com/organization/engagesimply
fluencr,https://www.crunchbase.com/organization/fluencr
clipsync,https://www.crunchbase.com/organization/clipsync
tikl,https://www.crunchbase.com/organization/tikl
radio runt,https://www.crunchbase.com/organization/radio-runt-inc
upkeep charlie,https://www.crunchbase.com/organization/upkeep-charlie
adheretech,https://www.crunchbase.com/organization/adheretech
dali wireless,https://www.crunchbase.com/organization/dali-wireless
ari network services,https://www.crunchbase.com/organization/ari-network-services
close io,https://www.crunchbase.com/organization/close-io
smartypants vitamins,https://www.crunchbase.com/organization/smartypants-vitamins
domino street,https://www.crunchbase.com/organization/domino-street
golden reviews,https://www.crunchbase.com/organization/golden-reviews
medtric biotech,https://www.crunchbase.com/organization/medtric-biotech
ipawn,https://www.crunchbase.com/organization/ipawn
swapbox,https://www.crunchbase.com/organization/swapbox
instantcab,https://www.crunchbase.com/organization/instantcab
crowdmed,https://www.crunchbase.com/organization/crowdmed
easypost,https://www.crunchbase.com/organization/easypost
1000museums,https://www.crunchbase.com/organization/1000museums-com
embly,https://www.crunchbase.com/organization/embly
medityplus,https://www.crunchbase.com/organization/medityplus
id me,https://www.crunchbase.com/organization/troop-id
flashstarts,https://www.crunchbase.com/organization/flashstarts
circuitlab,https://www.crunchbase.com/organization/circuitlab
namo media,https://www.crunchbase.com/organization/namo-media
factor io,https://www.crunchbase.com/organization/factor-io
findmysong,https://www.crunchbase.com/organization/findmysong
learnup,https://www.crunchbase.com/organization/learnup
kaboodle,https://www.crunchbase.com/organization/kaboodle
intercasting,https://www.crunchbase.com/organization/intercasting
human demand,https://www.crunchbase.com/organization/human-demand
canaryhop,https://www.crunchbase.com/organization/canaryhop-com
strongloop,https://www.crunchbase.com/organization/strongloop
l4 mobile,https://www.crunchbase.com/organization/l4-mobile
lookery,https://www.crunchbase.com/organization/lookery
digital reasoning,https://www.crunchbase.com/organization/digital-reasoning-systems
vidaao,https://www.crunchbase.com/organization/vidaao
mywebroom,https://www.crunchbase.com/organization/rooms-inc
interesante,https://www.crunchbase.com/organization/interesante-com
joyride,https://www.crunchbase.com/organization/joyride-app
localeur,https://www.crunchbase.com/organization/localeur
in3dgallery,https://www.crunchbase.com/organization/in3dgallery
rewardable,https://www.crunchbase.com/organization/rewardable
peoplelinx,https://www.crunchbase.com/organization/peoplelinx
webflow,https://www.crunchbase.com/organization/webflow
appneta,https://www.crunchbase.com/organization/appneta
gravidi,https://www.crunchbase.com/organization/gravidi
bettyvision,https://www.crunchbase.com/organization/bettyvision
artist growth,https://www.crunchbase.com/organization/artist-growth
airxp,https://www.crunchbase.com/organization/airxp
dc devices,https://www.crunchbase.com/organization/dc-devices
p2 science,https://www.crunchbase.com/organization/p2-science
skinny mom,https://www.crunchbase.com/organization/skinny-mom
beautystat,https://www.crunchbase.com/organization/beautystat-com
inmobly,https://www.crunchbase.com/organization/inmobly
airpatrol,https://www.crunchbase.com/organization/airpatrol-corporation
mobilligy,https://www.crunchbase.com/organization/mobilligy
crowdfeed,https://www.crunchbase.com/organization/crowdfeed
time to cater,https://www.crunchbase.com/organization/time-to-cater
genapsys,https://www.crunchbase.com/organization/genapsys
sequella,https://www.crunchbase.com/organization/sequella
cobrain,https://www.crunchbase.com/organization/cobrain
ancera,https://www.crunchbase.com/organization/ancera
le tote,https://www.crunchbase.com/organization/le-tote-2
kidslink,https://www.crunchbase.com/organization/kidslink
contix,https://www.crunchbase.com/organization/contix
incube labs,https://www.crunchbase.com/organization/incube-labs
irisnote,https://www.crunchbase.com/organization/irisnote
eqalix,https://www.crunchbase.com/organization/eqalix
interna technologies,https://www.crunchbase.com/organization/interna-technologies
insurancelibrary,https://www.crunchbase.com/organization/insurancelibrary-com
atmospheir,https://www.crunchbase.com/organization/atmospheir
asurvest,https://www.crunchbase.com/organization/asurvest
quanergy,https://www.crunchbase.com/organization/quanergy
dreamsha re,https://www.crunchbase.com/organization/dreamsha-re
cody,https://www.crunchbase.com/organization/cody
applied stemcell,https://www.crunchbase.com/organization/applied-stemcell
mdcapsule,https://www.crunchbase.com/organization/mdcapsule
pattern genomics,https://www.crunchbase.com/organization/pattern-genomics
soundsupply,https://www.crunchbase.com/organization/soundsupply
intellirod spine,https://www.crunchbase.com/organization/orthodata
jelly hq,https://www.crunchbase.com/organization/jellyhq
rpm sustainable technologies,https://www.crunchbase.com/organization/rpm-sustainable-technologies
maillift,https://www.crunchbase.com/organization/maillift
proximal data,https://www.crunchbase.com/organization/proximal-data
larky,https://www.crunchbase.com/organization/larky
algenetix,https://www.crunchbase.com/organization/algenetix
groundcntrl,https://www.crunchbase.com/organization/groundcntrl
shiphawk,https://www.crunchbase.com/organization/shiphawk
good,https://www.crunchbase.com/organization/good-co
propeller health,https://www.crunchbase.com/organization/propellerhealth
seatkarma,https://www.crunchbase.com/organization/seatkarma
reviva pharmaceuticals,https://www.crunchbase.com/organization/reviva-pharmaceuticals
sentimed medical,https://www.crunchbase.com/organization/sentimed-medical-corporation
precision for medicine,https://www.crunchbase.com/organization/precision-for-medicine
busylife software,https://www.crunchbase.com/organization/busylife-software
first opinion,https://www.crunchbase.com/organization/first-opinion
signalfuse,https://www.crunchbase.com/organization/signalfuse
monarch teaching technologies,https://www.crunchbase.com/organization/monarch-teaching-technologies
pixafy,https://www.crunchbase.com/organization/pixafy
pickwick weller,https://www.crunchbase.com/organization/pickwick-weller
h?rel,https://www.crunchbase.com/organization/hrel
tapblaze,https://www.crunchbase.com/organization/tapblaze
ripple labs,https://www.crunchbase.com/organization/ripple-labs
mill river labs,https://www.crunchbase.com/organization/mill-river-labs
icims,https://www.crunchbase.com/organization/icims
walkby,https://www.crunchbase.com/organization/walkby
floored,https://www.crunchbase.com/organization/floored
metamed,https://www.crunchbase.com/organization/metamed
digby,https://www.crunchbase.com/organization/digby
kashless,https://www.crunchbase.com/organization/kashless
nowthis news,https://www.crunchbase.com/organization/nowthis-news
the innovation factory,https://www.crunchbase.com/organization/the-innovation-factory
oh my green,https://www.crunchbase.com/organization/oh-my-green
retrace,https://www.crunchbase.com/organization/retrace
simpleview,https://www.crunchbase.com/organization/simpleview
ccbr synarc,https://www.crunchbase.com/organization/ccbr-synarc
canvas,https://www.crunchbase.com/organization/canvas
peepsout,https://www.crunchbase.com/organization/peepsout-inc
simplytapp,https://www.crunchbase.com/organization/simplytapp
socialplex,https://www.crunchbase.com/organization/socialplex-inc
sharetivity,https://www.crunchbase.com/organization/sharetivity
proxtome,https://www.crunchbase.com/organization/proxtome
kinsa,https://www.crunchbase.com/organization/kinsa
optionscity software,https://www.crunchbase.com/organization/optionscity-software
shopgate,https://www.crunchbase.com/organization/shopgate
qualmetrix,https://www.crunchbase.com/organization/qualmetrix
bountysource,https://www.crunchbase.com/organization/bountysource
ironpearl,https://www.crunchbase.com/organization/ironpearl
quizrr,https://www.crunchbase.com/organization/quizrr
cydan,https://www.crunchbase.com/organization/cydan
visible path,https://www.crunchbase.com/organization/visiblepath
first30days,https://www.crunchbase.com/organization/first30days
apellis pharmaceuticals,https://www.crunchbase.com/organization/apellis-pharmaceuticals
nx pharmagen,https://www.crunchbase.com/organization/nx-pharmagen
stonestreet one,https://www.crunchbase.com/organization/stonestreet-one
oakmonkey,https://www.crunchbase.com/organization/oakmonkey
syros pharmaceuticals,https://www.crunchbase.com/organization/syros-pharmaceuticals
agbiome,https://www.crunchbase.com/organization/agbiome
nextsociety,https://www.crunchbase.com/organization/nextsociety-inc
ondeego,https://www.crunchbase.com/organization/ondeego
lombardi software,https://www.crunchbase.com/organization/lombardi-software
lytics,https://www.crunchbase.com/organization/lytics
zettics,https://www.crunchbase.com/organization/zettics
unboundid,https://www.crunchbase.com/organization/unboundid
27 bards,https://www.crunchbase.com/organization/27-bards
optify,https://www.crunchbase.com/organization/optify
viridity software,https://www.crunchbase.com/organization/viridity-software
post bid ship,https://www.crunchbase.com/organization/post-bid-ship
the hunt,https://www.crunchbase.com/organization/the-hunt
prizeo,https://www.crunchbase.com/organization/prizeo
the realreal,https://www.crunchbase.com/organization/the-realreal
tradehill,https://www.crunchbase.com/organization/tradehill
sharalike,https://www.crunchbase.com/organization/sharalike
jukely,https://www.crunchbase.com/organization/jukely
wee web,https://www.crunchbase.com/organization/wee-web
corrigo,https://www.crunchbase.com/organization/corrigo
savvysource for parents,https://www.crunchbase.com/organization/savvy-source-for-parents
seattle biomedical research institute,https://www.crunchbase.com/organization/seattle-biomedical-research-institute
codesion,https://www.crunchbase.com/organization/codesion
beat biotherapeutics,https://www.crunchbase.com/organization/beat-biotherapeutics
girls guide to,https://www.crunchbase.com/organization/girlsguideto
built io,https://www.crunchbase.com/organization/built-io
vital connect,https://www.crunchbase.com/organization/vital-connect
struts springs,https://www.crunchbase.com/organization/struts-springs
brandcast,https://www.crunchbase.com/organization/brandcast
health outcomes sciences,https://www.crunchbase.com/organization/health-outcomes-sciences
visualcv,https://www.crunchbase.com/organization/visualcv
infina connect healthcare systems,https://www.crunchbase.com/organization/infina-connect-healthcare-systems
bats,https://www.crunchbase.com/organization/bats
euclid media,https://www.crunchbase.com/organization/euclid-media
iora health,https://www.crunchbase.com/organization/iora-health
modloft,https://www.crunchbase.com/organization/modloft
digitalscirocco,https://www.crunchbase.com/organization/digitalscirocco
adarza biosystems,https://www.crunchbase.com/organization/adarza-biosystems
documistic,https://www.crunchbase.com/organization/documistic
evostor,https://www.crunchbase.com/organization/evostor
jama software,https://www.crunchbase.com/organization/jama-software
fastmodel sports,https://www.crunchbase.com/organization/fastmodel-sports
lsn mobile,https://www.crunchbase.com/organization/lsn-mobile
statuspage,https://www.crunchbase.com/organization/statuspage
mingle360,https://www.crunchbase.com/organization/mingle360
fl3ur,https://www.crunchbase.com/organization/fl3ur
klinq,https://www.crunchbase.com/organization/klinq
foodoro,https://www.crunchbase.com/organization/foodoro
fitbionic,https://www.crunchbase.com/organization/fitbionic
vascular therapies,https://www.crunchbase.com/organization/vascular-therapies
inthinc,https://www.crunchbase.com/organization/inthinc
twenty jeans,https://www.crunchbase.com/organization/20jeans
relypsa,https://www.crunchbase.com/organization/relypsa
adultspace,https://www.crunchbase.com/organization/adultspace
rebit,https://www.crunchbase.com/organization/rebit
liquidplanner,https://www.crunchbase.com/organization/liquidplanner
brandfolder,https://www.crunchbase.com/organization/brandfolder
sangamo biosciences,https://www.crunchbase.com/organization/sangamo-biosciences
storytime studios,https://www.crunchbase.com/organization/storytime-studios
yellowsmith,https://www.crunchbase.com/organization/yellowsmith
gpx software,https://www.crunchbase.com/organization/gpx-software
zetroz,https://www.crunchbase.com/organization/zetroz
invitae,https://www.crunchbase.com/organization/invitae-corporation
seesmic,https://www.crunchbase.com/organization/seesmic
?shwrüm,https://www.crunchbase.com/organization/shwrm
honk,https://www.crunchbase.com/organization/honk
epartners,https://www.crunchbase.com/organization/epartners
vermillion,https://www.crunchbase.com/organization/vermillion-inc
paytango,https://www.crunchbase.com/organization/paytango
sweetslap,https://www.crunchbase.com/organization/sweetslap-com
billmyparents,https://www.crunchbase.com/organization/billmyparents-inc
citrix online,https://www.crunchbase.com/organization/citrix-online
cervel neurotech,https://www.crunchbase.com/organization/cervel-neurotech
north by south,https://www.crunchbase.com/organization/north-by-south
cynvenio biosystems,https://www.crunchbase.com/organization/cynvenio-biosystems
heartscape,https://www.crunchbase.com/organization/heartscape
whitesmoke,https://www.crunchbase.com/organization/whitesmoke
sangart,https://www.crunchbase.com/organization/sangart
mobile system 7,https://www.crunchbase.com/organization/mobile-system
proper cloth,https://www.crunchbase.com/organization/proper-cloth
parlevel systems,https://www.crunchbase.com/organization/parlevel-systems
metanotes,https://www.crunchbase.com/organization/metanotes
centene,https://www.crunchbase.com/organization/centene-corporation
bioceptive,https://www.crunchbase.com/organization/bioceptive
healthcare impact associates,https://www.crunchbase.com/organization/healthcare-impact-associates
zenprise,https://www.crunchbase.com/organization/zenprise
cornerstone ondemand,https://www.crunchbase.com/organization/cornerstone-ondemand
vapotherm,https://www.crunchbase.com/organization/vapotherm
health integrated,https://www.crunchbase.com/organization/health-integrated
bookshout,https://www.crunchbase.com/organization/bookshout
globeranger,https://www.crunchbase.com/organization/globeranger
dash software,https://www.crunchbase.com/organization/dash-software
biolase,https://www.crunchbase.com/organization/biolase
moonfrye,https://www.crunchbase.com/organization/moonfrye
suneva medical,https://www.crunchbase.com/organization/suneva-medical
topera,https://www.crunchbase.com/organization/topera
conventus orthopaedics,https://www.crunchbase.com/organization/conventus-orthopaedics
thecrowd,https://www.crunchbase.com/organization/the-crowd
zalp,https://www.crunchbase.com/organization/zalp
hotelicopter,https://www.crunchbase.com/organization/hotelicopter
scioderm,https://www.crunchbase.com/organization/scioderm
reqwip,https://www.crunchbase.com/organization/reqwip
plated,https://www.crunchbase.com/organization/plated
triggermail,https://www.crunchbase.com/organization/triggermail
networks in motion,https://www.crunchbase.com/organization/networks-in-motion
phrixus pharmaceuticals,https://www.crunchbase.com/organization/phrixus-pharmaceuticals
pathfinder app,https://www.crunchbase.com/organization/pathfinder-app
drifty,https://www.crunchbase.com/organization/drifty
sceneshot,https://www.crunchbase.com/organization/sceneshot
choozle,https://www.crunchbase.com/organization/choozle
zvents,https://www.crunchbase.com/organization/zvents
foursquare,https://www.crunchbase.com/organization/foursquare
mashed jobs,https://www.crunchbase.com/organization/mashed-jobs
spabooker,https://www.crunchbase.com/organization/spabooker
paintzen,https://www.crunchbase.com/organization/paintzen
snapcious,https://www.crunchbase.com/organization/seeclever
cloudian,https://www.crunchbase.com/organization/cloudian
hotpads,https://www.crunchbase.com/organization/hotpads-com
craigslist,https://www.crunchbase.com/organization/craigslist
kaybus,https://www.crunchbase.com/organization/kaybus
sutter health,https://www.crunchbase.com/organization/sutter-health
itdatabase,https://www.crunchbase.com/organization/itdatabase
aductions,https://www.crunchbase.com/organization/aductions
personal estate manager,https://www.crunchbase.com/organization/personal-estate-manager
highroads,https://www.crunchbase.com/organization/highroads
cardiva medical,https://www.crunchbase.com/organization/cardiva-medical
cashstar,https://www.crunchbase.com/organization/cashstar
tamatem,https://www.crunchbase.com/organization/tamatem-inc
melstevia,https://www.crunchbase.com/organization/melstevia
finovera,https://www.crunchbase.com/organization/finovera
crm software,https://www.crunchbase.com/organization/crm-software
chronowake,https://www.crunchbase.com/organization/chronowake
tradescape,https://www.crunchbase.com/organization/tradescape
nchannel,https://www.crunchbase.com/organization/nchannel
e nicotine technologies,https://www.crunchbase.com/organization/e-nicotine-technologies
piglt,https://www.crunchbase.com/organization/piglt
msnap,https://www.crunchbase.com/organization/msnap
altherx pharmaceuticals,https://www.crunchbase.com/organization/altherx-pharmaceuticals
ardian,https://www.crunchbase.com/organization/ardian
divvyhq,https://www.crunchbase.com/organization/divvyhq
navihealth,https://www.crunchbase.com/organization/navihealth
madison reed,https://www.crunchbase.com/organization/madison-reed-inc
eventful,https://www.crunchbase.com/organization/eventful
myus,https://www.crunchbase.com/organization/myus-com
gibberin,https://www.crunchbase.com/organization/gibberin
shopsuey,https://www.crunchbase.com/organization/shopsuey
q factor communications,https://www.crunchbase.com/organization/q-factor-communications
channel medsystems,https://www.crunchbase.com/organization/channel-medsystems
roobiq,https://www.crunchbase.com/organization/roobi
philz coffee,https://www.crunchbase.com/organization/philz-coffee
vivify health,https://www.crunchbase.com/organization/vivify-health
gamechanger media,https://www.crunchbase.com/organization/gamechanger-media
snipi,https://www.crunchbase.com/organization/snipi
cardflight,https://www.crunchbase.com/organization/cardflight
sensor tower,https://www.crunchbase.com/organization/sensor-tower
reverb technologies,https://www.crunchbase.com/organization/reverb-technologies
medlert,https://www.crunchbase.com/organization/medlert
greekdrop,https://www.crunchbase.com/organization/greekdrop
tamarac,https://www.crunchbase.com/organization/tamarac
quiq,https://www.crunchbase.com/organization/quiq
gravitant,https://www.crunchbase.com/organization/gravitant
im5,https://www.crunchbase.com/organization/im5
sportstream,https://www.crunchbase.com/organization/sportstream
swapbeats,https://www.crunchbase.com/organization/swapbeats
delivered,https://www.crunchbase.com/organization/delivered
biobeats,https://www.crunchbase.com/organization/biobeats
minbox,https://www.crunchbase.com/organization/minbox
talentspring,https://www.crunchbase.com/organization/talentspring
fanboom,https://www.crunchbase.com/organization/fan-boom
payclip,https://www.crunchbase.com/organization/payclip
stupil,https://www.crunchbase.com/organization/stupil
lookstat,https://www.crunchbase.com/organization/lookstat
cleanapp,https://www.crunchbase.com/organization/cleanapp
ranker,https://www.crunchbase.com/organization/ranker
streetowl,https://www.crunchbase.com/organization/streetowl
prompt ly,https://www.crunchbase.com/organization/prompt-ly
muzzley,https://www.crunchbase.com/organization/muzzley
tongal,https://www.crunchbase.com/organization/tongal
indicative software,https://www.crunchbase.com/organization/indicative-software
nimsoft,https://www.crunchbase.com/organization/nimsoft
lumena pharmaceuticals,https://www.crunchbase.com/organization/lumena-pharmaceuticals
pict,https://www.crunchbase.com/organization/pict
repair report,https://www.crunchbase.com/organization/repair-report
boosterville,https://www.crunchbase.com/organization/boosterville
hudl,https://www.crunchbase.com/organization/hudl
eko devices,https://www.crunchbase.com/organization/eko-devices
odesk,https://www.crunchbase.com/organization/odesk
uparts,https://www.crunchbase.com/organization/uparts
aviate,https://www.crunchbase.com/organization/aviate
link trigger,https://www.crunchbase.com/organization/link-trigger
buddy media,https://www.crunchbase.com/organization/buddy-media
unity mobile,https://www.crunchbase.com/organization/unity-mobile
bebetter health,https://www.crunchbase.com/organization/bebetter-health
qcue,https://www.crunchbase.com/organization/qcue
myshavingclub,https://www.crunchbase.com/organization/myshavingclub-com
modabound,https://www.crunchbase.com/organization/modabound
zoobean,https://www.crunchbase.com/organization/zoobean
offermatica,https://www.crunchbase.com/organization/offermatica
ownerlistens,https://www.crunchbase.com/organization/ownerlistens
everwise,https://www.crunchbase.com/organization/everwise
lanx,https://www.crunchbase.com/organization/lanx
graphlab,https://www.crunchbase.com/organization/graphlab
metricstream,https://www.crunchbase.com/organization/metricstream
lingospot,https://www.crunchbase.com/organization/lingospot-inc
the loadown,https://www.crunchbase.com/organization/the-loadown
bills khakis,https://www.crunchbase.com/organization/bills-khakis
andersonbrecon,https://www.crunchbase.com/organization/andersonbrecon
callidus biopharma,https://www.crunchbase.com/organization/callidus-biopharma
infreeda,https://www.crunchbase.com/organization/infreeda
cellscape,https://www.crunchbase.com/organization/cellscape
iformulary,https://www.crunchbase.com/organization/iformulary
knowledge factor,https://www.crunchbase.com/organization/knowledge-factor
make meaning,https://www.crunchbase.com/organization/make-meaning
tweetphoto,https://www.crunchbase.com/organization/tweetphoto
aroundwire,https://www.crunchbase.com/organization/aroundwire
wannado,https://www.crunchbase.com/organization/wannado
pingmd,https://www.crunchbase.com/organization/pingmd
neurala,https://www.crunchbase.com/organization/neurala
one kings lane,https://www.crunchbase.com/organization/one-kings-lane
newser,https://www.crunchbase.com/organization/newser
diime,https://www.crunchbase.com/organization/diime
everything but the house ebth,https://www.crunchbase.com/organization/everything-but-the-house
brandizi,https://www.crunchbase.com/organization/brandizi
itzat,https://www.crunchbase.com/organization/itzat
active life scientific,https://www.crunchbase.com/organization/activelifescientific
medaptus,https://www.crunchbase.com/organization/medaptus
userzoom,https://www.crunchbase.com/organization/userzoom
newdea,https://www.crunchbase.com/organization/newdea-inc
apexigen,https://www.crunchbase.com/organization/apexigen
effector therapeutics,https://www.crunchbase.com/organization/effector-therapeutics
adapx,https://www.crunchbase.com/organization/adapx
scripps networks interactive,https://www.crunchbase.com/organization/scripps-networks-interactive
hallspot,https://www.crunchbase.com/organization/hallspot
augmedix,https://www.crunchbase.com/organization/augmedix
instant information,https://www.crunchbase.com/organization/instant-information
trius therapeutics,https://www.crunchbase.com/organization/trius-therapeutics
go page digital media,https://www.crunchbase.com/organization/go-page-digital-media
travedoc,https://www.crunchbase.com/organization/travedoc
shoppad,https://www.crunchbase.com/organization/shoppad
informedika,https://www.crunchbase.com/organization/informedika
smallaa,https://www.crunchbase.com/organization/smallaa
rocketon,https://www.crunchbase.com/organization/rocketon
humanapi,https://www.crunchbase.com/organization/humanapi
proteinsimple,https://www.crunchbase.com/organization/cell-biosciences
emuze,https://www.crunchbase.com/organization/emuze
atavist,https://www.crunchbase.com/organization/atavist
zola books,https://www.crunchbase.com/organization/zola-books
basho technologies,https://www.crunchbase.com/organization/basho-technologies
aerovance,https://www.crunchbase.com/organization/aerovance
fidelis seniorcare,https://www.crunchbase.com/organization/fidelis-seniorcare
boardevals,https://www.crunchbase.com/organization/boardevals
xencor,https://www.crunchbase.com/organization/xencor
usgi medical,https://www.crunchbase.com/organization/usgi-medical
compellon,https://www.crunchbase.com/organization/compellon
mindframe,https://www.crunchbase.com/organization/mindframe-inc
ascentis,https://www.crunchbase.com/organization/ascentis
nuview systems,https://www.crunchbase.com/organization/nuview-systems
first aid shot therapy,https://www.crunchbase.com/organization/first-aid-shot-therapy
phurnace software,https://www.crunchbase.com/organization/phurnace-software
net orange,https://www.crunchbase.com/organization/net-orange
ujogo,https://www.crunchbase.com/organization/ujogo
accu break pharmaceuticals,https://www.crunchbase.com/organization/accu-break-pharmaceuticals
gamgee,https://www.crunchbase.com/organization/gamgee
bomgar,https://www.crunchbase.com/organization/bomgar
vyteris,https://www.crunchbase.com/organization/vyteris
airbrite,https://www.crunchbase.com/organization/airbrite
imgfave,https://www.crunchbase.com/organization/imgfave
armgo pharma,https://www.crunchbase.com/organization/armgo-pharma-inc
cardeas pharma,https://www.crunchbase.com/organization/cardeas-pharma
foundation radiology group,https://www.crunchbase.com/organization/foundation-radiology-group
union bay networks,https://www.crunchbase.com/organization/union-bay-networks
zula,https://www.crunchbase.com/organization/zula
numerate,https://www.crunchbase.com/organization/numerate
remotemedical,https://www.crunchbase.com/organization/remotemedical
pernix therapeutics,https://www.crunchbase.com/organization/pernix-therapeutics-inc
inceptus medical,https://www.crunchbase.com/organization/inceptus-medical
eiger biopharmaceuticals,https://www.crunchbase.com/organization/eiger-biopharmaceuticals
proteus biomedical,https://www.crunchbase.com/organization/proteus-biomedical-inc
cozi,https://www.crunchbase.com/organization/cozi-inc
stemgent,https://www.crunchbase.com/organization/stemgent
simplerelevance,https://www.crunchbase.com/organization/simplerelevance
novira therapeutics,https://www.crunchbase.com/organization/novira-therapeutics
izumi bio,https://www.crunchbase.com/organization/izumi-bio
neuros medical,https://www.crunchbase.com/organization/neuros-medical
wavetec vision,https://www.crunchbase.com/organization/wavetec-vision
c12 energy,https://www.crunchbase.com/organization/c12-energy
limeade,https://www.crunchbase.com/organization/limeade
signdat,https://www.crunchbase.com/organization/signdat
tipbit,https://www.crunchbase.com/organization/tipbit
axion health,https://www.crunchbase.com/organization/axion-health
cityguru,https://www.crunchbase.com/organization/cityguru
